text,sentiment
bhot irritating ho yaar 😂,negative
hmm sahi yaar,neutral
tu kidhar hai? bro,neutral
haan theek hai 😭,neutral
bahut bekaar scene tha 😡,negative
tu sabse best hai yaar,positive
ye kya bakwaas hai yaar,negative
hmm sahi 🤦,neutral
haan theek hai 😭,neutral
bht gussa aa raha yaar,negative
tu kidhar hai?,neutral
bahut bekaar scene tha 🤦,negative
tu sabse best hai yaar bhai,positive
superb explanation bhai! 😭,positive
haan theek hai 🤦,neutral
bht gussa aa raha 🤦,negative
mast bro proud of you! 😂,positive
tu kidhar hai? bro,neutral
aaj mood bht accha hai 😊 yaar,positive
amazing experience! 😡,positive
class kab start hogi? 😡,neutral
thanks yaar! 🤦,positive
tu sabse best hai yaar bhai,positive
bahut bekaar scene tha 😂,negative
class kab start hogi? 🤦,neutral
ok done 😂,neutral
ok done,neutral
mast bro proud of you! 😭,positive
bhot irritating ho yaar 😭,negative
bhot badhiya! 😭,positive
ok done bro,neutral
haan theek hai,neutral
superb explanation bhai! bro,positive
thanks yaar! bhai,positive
ok done 😭,neutral
tu sabse best hai yaar,positive
thanks yaar! bro,positive
bahut bekaar scene tha 😭,negative
kal milte hain bhai? yaar,neutral
mast bro proud of you! 😡,positive
class kab start hogi? bro,neutral
kal milte hain bhai? bhai,neutral
tu sabse best hai yaar bhai,positive
bhot badhiya! 😭,positive
tu sabse best hai yaar 🤦,positive
koi reply karega? bhai,neutral
tu kidhar hai? yaar,neutral
bht gussa aa raha,negative
bahut bekaar scene tha bro,negative
acha theek bro,neutral
aaj mood bht accha hai 😊 yaar,positive
bhai awesome kaam kiya! 😂,positive
bhot irritating ho yaar 🤦,negative
hmm sahi bro,neutral
tu kidhar hai? bhai,neutral
tu kidhar hai?,neutral
hmm sahi,neutral
haan theek hai bhai,neutral
class kab start hogi? bhai,neutral
mazaq mat udao 🤦,negative
mujhe notes bhejna yaar,neutral
bhot irritating ho yaar 😂,negative
amazing experience! bhai,positive
thanks yaar! 😭,positive
class kab start hogi? yaar,neutral
acha theek bro,neutral
ye kya bakwaas hai 😭,negative
acha theek,neutral
mujhe notes bhejna 🤦,neutral
bhot badhiya! bhai,positive
fir dekhte hain bro,neutral
bhai awesome kaam kiya! bhai,positive
acha theek 🤦,neutral
amazing experience! 😭,positive
hmm sahi 😭,neutral
hmm sahi 🤦,neutral
mazaq mat udao yaar,negative
hmm sahi yaar,neutral
fir dekhte hain 😂,neutral
superb explanation bhai! yaar,positive
thanks yaar! 🤦,positive
bhot irritating ho yaar,negative
ok done 🤦,neutral
mujhe notes bhejna 😂,neutral
koi reply karega? 😡,neutral
love you guys ❤️ bhai,positive
ye bilkul pasand nhi aaya,negative
aaj mood bht accha hai 😊 😭,positive
bhot badhiya! 🤦,positive
hmm sahi 😭,neutral
kal milte hain bhai? bro,neutral
haan theek hai bhai,neutral
class kab start hogi? bro,neutral
love you guys ❤️ 🤦,positive
chillana band kar yaar,negative
bhot irritating ho yaar bhai,negative
thanks yaar! 😡,positive
bhai awesome kaam kiya!,positive
acha theek bhai,neutral
kal milte hain bhai? 😭,neutral
love you guys ❤️ bro,positive
haan theek hai 😭,neutral
love you guys ❤️ 😭,positive
faltu baatein mt kar,negative
bahut bekaar scene tha bhai,negative
acha theek yaar,neutral
acha theek,neutral
aaj mood bht accha hai 😊 😂,positive
bhai awesome kaam kiya! bro,positive
thanks yaar! 😭,positive
mast bro proud of you! 😂,positive
ok done 😭,neutral
mujhe notes bhejna bro,neutral
mujhe notes bhejna 🤦,neutral
ok done 😂,neutral
bhai tu hadd karta hai 🤦,negative
kal milte hain bhai? bro,neutral
kal milte hain bhai?,neutral
aaj mood bht accha hai 😊 😭,positive
bahut bekaar scene tha,negative
ye bilkul pasand nhi aaya yaar,negative
love you guys ❤️ 😭,positive
hmm sahi bro,neutral
hmm sahi bro,neutral
thanks yaar! 😂,positive
ye bilkul pasand nhi aaya 😡,negative
class kab start hogi?,neutral
chillana band kar 🤦,negative
class kab start hogi? 😂,neutral
haan theek hai bhai,neutral
bahut bekaar scene tha 😡,negative
hmm sahi 😡,neutral
tu kidhar hai?,neutral
mujhe notes bhejna,neutral
mazaq mat udao 😡,negative
ok done 😡,neutral
hmm sahi yaar,neutral
mast bro proud of you! 😭,positive
tu sabse best hai yaar 🤦,positive
mast bro proud of you! yaar,positive
ok done 😭,neutral
mujhe notes bhejna 😂,neutral
bhot badhiya! 😭,positive
koi reply karega? yaar,neutral
hmm sahi,neutral
superb explanation bhai! bhai,positive
hmm sahi bro,neutral
bhot badhiya! 😭,positive
bahut bekaar scene tha 😡,negative
bhot irritating ho yaar bhai,negative
bht gussa aa raha bhai,negative
bhot irritating ho yaar 🤦,negative
ok done 😭,neutral
love you guys ❤️ 😡,positive
love you guys ❤️ bro,positive
kal milte hain bhai? 🤦,neutral
amazing experience! bhai,positive
koi reply karega? 🤦,neutral
bhai awesome kaam kiya! 😭,positive
chillana band kar 😡,negative
class kab start hogi? 🤦,neutral
mujhe notes bhejna,neutral
bhot irritating ho yaar bro,negative
bht gussa aa raha bro,negative
acha theek,neutral
aaj mood bht accha hai 😊 bro,positive
bhot badhiya!,positive
bhot badhiya! 😂,positive
koi reply karega? bro,neutral
koi reply karega? 🤦,neutral
superb explanation bhai! 😭,positive
mujhe notes bhejna 🤦,neutral
haan theek hai 🤦,neutral
ok done bhai,neutral
ok done 😡,neutral
ye bilkul pasand nhi aaya,negative
mazaq mat udao bhai,negative
bhai awesome kaam kiya! 🤦,positive
ye kya bakwaas hai bro,negative
amazing experience!,positive
thanks yaar! 🤦,positive
class kab start hogi? yaar,neutral
kal milte hain bhai? yaar,neutral
love you guys ❤️,positive
amazing experience! bro,positive
kal milte hain bhai? 😡,neutral
tu kidhar hai? bro,neutral
acha theek 😂,neutral
aaj mood bht accha hai 😊 😭,positive
haan theek hai bhai,neutral
aaj mood bht accha hai 😊 yaar,positive
tu sabse best hai yaar bhai,positive
bht gussa aa raha 😡,negative
bhot irritating ho yaar 😭,negative
kal milte hain bhai? 🤦,neutral
bhai tu hadd karta hai,negative
ye bilkul pasand nhi aaya,negative
ok done bhai,neutral
mujhe notes bhejna 😭,neutral
ye kya bakwaas hai bhai,negative
mast bro proud of you! yaar,positive
chillana band kar 😭,negative
haan theek hai,neutral
bahut bekaar scene tha bro,negative
superb explanation bhai! 😭,positive
aaj mood bht accha hai 😊 bhai,positive
class kab start hogi? bhai,neutral
chillana band kar 😭,negative
love you guys ❤️ 😭,positive
ye bilkul pasand nhi aaya 😂,negative
thanks yaar! bhai,positive
tu sabse best hai yaar,positive
love you guys ❤️ 😭,positive
ye bilkul pasand nhi aaya 😂,negative
acha theek,neutral
love you guys ❤️ 😂,positive
bhot badhiya!,positive
hmm sahi bro,neutral
chillana band kar,negative
hmm sahi 🤦,neutral
tu sabse best hai yaar 😂,positive
aaj mood bht accha hai 😊,positive
hmm sahi 😂,neutral
faltu baatein mt kar 😡,negative
fir dekhte hain yaar,neutral
class kab start hogi? 😡,neutral
chillana band kar 😂,negative
thanks yaar! 😭,positive
bhai awesome kaam kiya! yaar,positive
thanks yaar! 😡,positive
hmm sahi bhai,neutral
mujhe notes bhejna 🤦,neutral
bhai awesome kaam kiya!,positive
bht gussa aa raha 🤦,negative
aaj mood bht accha hai 😊 😂,positive
koi reply karega? 🤦,neutral
superb explanation bhai! 😭,positive
bahut bekaar scene tha 😡,negative
koi reply karega? bhai,neutral
ye kya bakwaas hai 😭,negative
mujhe notes bhejna bro,neutral
haan theek hai 😡,neutral
ok done 😡,neutral
bahut bekaar scene tha bhai,negative
mujhe notes bhejna 🤦,neutral
faltu baatein mt kar 🤦,negative
aaj mood bht accha hai 😊 yaar,positive
koi reply karega? bhai,neutral
hmm sahi bro,neutral
mast bro proud of you! 😡,positive
bhot badhiya! bhai,positive
tu kidhar hai? 😡,neutral
bhot irritating ho yaar,negative
koi reply karega? yaar,neutral
aaj mood bht accha hai 😊 😡,positive
ye kya bakwaas hai 😡,negative
bht gussa aa raha bro,negative
bhai awesome kaam kiya! 🤦,positive
mast bro proud of you! bro,positive
koi reply karega? 😂,neutral
haan theek hai 😡,neutral
superb explanation bhai! bhai,positive
bht gussa aa raha bhai,negative
mazaq mat udao,negative
bhai awesome kaam kiya! 😂,positive
ok done bhai,neutral
fir dekhte hain 🤦,neutral
mazaq mat udao bhai,negative
bht gussa aa raha 😭,negative
bht gussa aa raha 😡,negative
ye bilkul pasand nhi aaya,negative
tu kidhar hai? 😂,neutral
mazaq mat udao 🤦,negative
bhai tu hadd karta hai 😡,negative
bhai tu hadd karta hai,negative
faltu baatein mt kar 🤦,negative
love you guys ❤️ bhai,positive
ok done yaar,neutral
bht gussa aa raha,negative
mast bro proud of you! bhai,positive
bhot badhiya! 😡,positive
koi reply karega?,neutral
faltu baatein mt kar 😭,negative
mazaq mat udao 🤦,negative
tu sabse best hai yaar bhai,positive
bhai tu hadd karta hai yaar,negative
class kab start hogi? bhai,neutral
haan theek hai 🤦,neutral
superb explanation bhai! 🤦,positive
koi reply karega? 🤦,neutral
thanks yaar! 😡,positive
aaj mood bht accha hai 😊 🤦,positive
mujhe notes bhejna bro,neutral
superb explanation bhai! bro,positive
love you guys ❤️ yaar,positive
mujhe notes bhejna,neutral
amazing experience! 😂,positive
thanks yaar! 😡,positive
superb explanation bhai! bro,positive
mazaq mat udao,negative
bahut bekaar scene tha,negative
chillana band kar bro,negative
bhot irritating ho yaar 😡,negative
bahut bekaar scene tha yaar,negative
bht gussa aa raha 😡,negative
thanks yaar! 😭,positive
bht gussa aa raha yaar,negative
ye kya bakwaas hai 😭,negative
haan theek hai 😡,neutral
koi reply karega? 😂,neutral
ye kya bakwaas hai 😂,negative
bht gussa aa raha 😭,negative
koi reply karega? bhai,neutral
hmm sahi bhai,neutral
tu sabse best hai yaar bro,positive
thanks yaar! 😂,positive
mujhe notes bhejna yaar,neutral
superb explanation bhai! 😂,positive
bht gussa aa raha 😡,negative
mujhe notes bhejna 😡,neutral
faltu baatein mt kar,negative
bhot irritating ho yaar bhai,negative
ye kya bakwaas hai 🤦,negative
mujhe notes bhejna,neutral
bht gussa aa raha bro,negative
amazing experience! 🤦,positive
bhai awesome kaam kiya! yaar,positive
superb explanation bhai! 🤦,positive
ye bilkul pasand nhi aaya 😡,negative
chillana band kar 😡,negative
aaj mood bht accha hai 😊 😭,positive
superb explanation bhai! bhai,positive
tu kidhar hai? 😂,neutral
love you guys ❤️ bro,positive
mazaq mat udao 😂,negative
hmm sahi 😂,neutral
faltu baatein mt kar 😂,negative
hmm sahi 😭,neutral
bhot badhiya! 😡,positive
aaj mood bht accha hai 😊 🤦,positive
haan theek hai 🤦,neutral
hmm sahi bhai,neutral
mujhe notes bhejna,neutral
acha theek bhai,neutral
mujhe notes bhejna bhai,neutral
class kab start hogi? 😭,neutral
ye bilkul pasand nhi aaya bro,negative
bahut bekaar scene tha,negative
haan theek hai bhai,neutral
bhot irritating ho yaar 🤦,negative
aaj mood bht accha hai 😊 🤦,positive
bahut bekaar scene tha 😭,negative
ok done 🤦,neutral
acha theek 🤦,neutral
bahut bekaar scene tha 🤦,negative
koi reply karega? bro,neutral
fir dekhte hain 🤦,neutral
tu kidhar hai? 😂,neutral
tu kidhar hai? bhai,neutral
bahut bekaar scene tha bhai,negative
haan theek hai yaar,neutral
acha theek,neutral
kal milte hain bhai? 😭,neutral
bhot badhiya! 😂,positive
bhot irritating ho yaar 😭,negative
acha theek 🤦,neutral
ye bilkul pasand nhi aaya,negative
haan theek hai yaar,neutral
mazaq mat udao bhai,negative
haan theek hai bro,neutral
love you guys ❤️ yaar,positive
amazing experience!,positive
koi reply karega? yaar,neutral
love you guys ❤️ bhai,positive
class kab start hogi? yaar,neutral
tu kidhar hai? 😂,neutral
mast bro proud of you! bhai,positive
faltu baatein mt kar bro,negative
acha theek yaar,neutral
koi reply karega? 😡,neutral
fir dekhte hain 🤦,neutral
ok done,neutral
haan theek hai 😭,neutral
class kab start hogi? 😂,neutral
ok done bhai,neutral
ok done 😡,neutral
chillana band kar 😡,negative
haan theek hai,neutral
faltu baatein mt kar yaar,negative
bahut bekaar scene tha 🤦,negative
acha theek 😭,neutral
mazaq mat udao yaar,negative
haan theek hai 🤦,neutral
koi reply karega?,neutral
ye bilkul pasand nhi aaya 😡,negative
ye kya bakwaas hai,negative
thanks yaar! bhai,positive
ye kya bakwaas hai bro,negative
bhot irritating ho yaar yaar,negative
class kab start hogi?,neutral
thanks yaar! 😂,positive
faltu baatein mt kar yaar,negative
ye bilkul pasand nhi aaya 🤦,negative
hmm sahi 😭,neutral
hmm sahi yaar,neutral
mujhe notes bhejna 😡,neutral
bhai tu hadd karta hai 😡,negative
bhai awesome kaam kiya! yaar,positive
bahut bekaar scene tha 🤦,negative
aaj mood bht accha hai 😊 yaar,positive
bahut bekaar scene tha bro,negative
ok done,neutral
bhot badhiya! 🤦,positive
kal milte hain bhai? 😡,neutral
ye kya bakwaas hai bhai,negative
thanks yaar!,positive
ok done 😡,neutral
hmm sahi 🤦,neutral
tu sabse best hai yaar bhai,positive
thanks yaar!,positive
haan theek hai 😭,neutral
faltu baatein mt kar bhai,negative
ok done 🤦,neutral
bht gussa aa raha yaar,negative
bhot irritating ho yaar bhai,negative
class kab start hogi? yaar,neutral
chillana band kar 😭,negative
koi reply karega? bro,neutral
hmm sahi 😂,neutral
tu sabse best hai yaar yaar,positive
ye kya bakwaas hai 😂,negative
ok done 🤦,neutral
acha theek 😡,neutral
mujhe notes bhejna,neutral
mast bro proud of you! bhai,positive
mazaq mat udao bro,negative
bht gussa aa raha bhai,negative
ye bilkul pasand nhi aaya 😂,negative
hmm sahi bhai,neutral
bhai awesome kaam kiya! yaar,positive
aaj mood bht accha hai 😊 bhai,positive
bht gussa aa raha bro,negative
love you guys ❤️ bro,positive
bhai tu hadd karta hai 🤦,negative
mazaq mat udao 😡,negative
ok done 😭,neutral
mazaq mat udao,negative
love you guys ❤️ bro,positive
thanks yaar! 😭,positive
kal milte hain bhai? 🤦,neutral
faltu baatein mt kar 😭,negative
bht gussa aa raha 😭,negative
mazaq mat udao bhai,negative
tu sabse best hai yaar yaar,positive
bhai awesome kaam kiya! 🤦,positive
ok done 🤦,neutral
ye bilkul pasand nhi aaya 😭,negative
class kab start hogi? bro,neutral
hmm sahi 🤦,neutral
fir dekhte hain 😂,neutral
fir dekhte hain 😂,neutral
mujhe notes bhejna bro,neutral
tu sabse best hai yaar,positive
haan theek hai yaar,neutral
bahut bekaar scene tha,negative
haan theek hai bro,neutral
amazing experience! 😡,positive
mujhe notes bhejna bhai,neutral
bhot irritating ho yaar 😡,negative
superb explanation bhai! 🤦,positive
bhot badhiya! bro,positive
faltu baatein mt kar yaar,negative
fir dekhte hain 😂,neutral
tu kidhar hai? 😂,neutral
acha theek yaar,neutral
bahut bekaar scene tha yaar,negative
fir dekhte hain 😡,neutral
mazaq mat udao 😭,negative
superb explanation bhai! bro,positive
bhai tu hadd karta hai 😂,negative
bhot irritating ho yaar 😡,negative
bhai tu hadd karta hai 😭,negative
hmm sahi 😂,neutral
faltu baatein mt kar 🤦,negative
amazing experience! 🤦,positive
superb explanation bhai! bro,positive
kal milte hain bhai? yaar,neutral
ye kya bakwaas hai 🤦,negative
ye kya bakwaas hai,negative
acha theek bhai,neutral
bhot irritating ho yaar bhai,negative
love you guys ❤️ bro,positive
koi reply karega? bro,neutral
amazing experience!,positive
tu kidhar hai?,neutral
bhai awesome kaam kiya! bhai,positive
acha theek 🤦,neutral
bht gussa aa raha 😂,negative
love you guys ❤️,positive
ye bilkul pasand nhi aaya bhai,negative
mazaq mat udao 😡,negative
class kab start hogi? 😂,neutral
thanks yaar!,positive
ye kya bakwaas hai 😡,negative
ye bilkul pasand nhi aaya bro,negative
kal milte hain bhai? yaar,neutral
hmm sahi bro,neutral
ye bilkul pasand nhi aaya bro,negative
amazing experience! bro,positive
fir dekhte hain yaar,neutral
tu kidhar hai? 😭,neutral
ok done 🤦,neutral
bhot badhiya!,positive
hmm sahi 😡,neutral
bhai tu hadd karta hai 😡,negative
bhot badhiya! 😡,positive
mujhe notes bhejna 😭,neutral
mujhe notes bhejna bro,neutral
fir dekhte hain bro,neutral
class kab start hogi? 😂,neutral
ok done bro,neutral
koi reply karega? 🤦,neutral
ye kya bakwaas hai yaar,negative
tu kidhar hai? yaar,neutral
kal milte hain bhai? bro,neutral
hmm sahi 😂,neutral
superb explanation bhai! 😂,positive
love you guys ❤️ yaar,positive
mazaq mat udao 😂,negative
haan theek hai 😡,neutral
bhot badhiya! 😭,positive
love you guys ❤️ 😭,positive
haan theek hai 😭,neutral
kal milte hain bhai? yaar,neutral
bhot irritating ho yaar 😂,negative
hmm sahi,neutral
bhot badhiya! 😂,positive
bht gussa aa raha 🤦,negative
bahut bekaar scene tha 🤦,negative
tu sabse best hai yaar 😡,positive
love you guys ❤️ 😂,positive
ye bilkul pasand nhi aaya yaar,negative
thanks yaar! bro,positive
thanks yaar! 🤦,positive
haan theek hai 😂,neutral
chillana band kar,negative
love you guys ❤️,positive
ok done 🤦,neutral
fir dekhte hain yaar,neutral
thanks yaar! 😡,positive
bht gussa aa raha bro,negative
bhai tu hadd karta hai 😡,negative
bht gussa aa raha 😂,negative
faltu baatein mt kar,negative
kal milte hain bhai? 🤦,neutral
class kab start hogi? 😭,neutral
fir dekhte hain 😂,neutral
acha theek bro,neutral
faltu baatein mt kar 😭,negative
mazaq mat udao 🤦,negative
mujhe notes bhejna,neutral
mujhe notes bhejna bro,neutral
fir dekhte hain bro,neutral
bahut bekaar scene tha 😡,negative
hmm sahi bro,neutral
class kab start hogi?,neutral
chillana band kar bro,negative
superb explanation bhai! 😭,positive
thanks yaar! bro,positive
ok done yaar,neutral
class kab start hogi? 😭,neutral
mast bro proud of you! bhai,positive
class kab start hogi? bro,neutral
superb explanation bhai! 😭,positive
bahut bekaar scene tha,negative
acha theek yaar,neutral
superb explanation bhai!,positive
tu kidhar hai? 🤦,neutral
mujhe notes bhejna 😡,neutral
love you guys ❤️ 😭,positive
ye bilkul pasand nhi aaya bro,negative
mast bro proud of you! 😂,positive
ok done yaar,neutral
mujhe notes bhejna yaar,neutral
ye bilkul pasand nhi aaya bro,negative
amazing experience! 😭,positive
kal milte hain bhai? bro,neutral
koi reply karega? 😂,neutral
amazing experience! 😭,positive
amazing experience! 😭,positive
mast bro proud of you! yaar,positive
chillana band kar,negative
love you guys ❤️ 🤦,positive
fir dekhte hain 😭,neutral
fir dekhte hain 😡,neutral
mujhe notes bhejna bhai,neutral
class kab start hogi? 😡,neutral
acha theek 😂,neutral
fir dekhte hain 🤦,neutral
haan theek hai 😂,neutral
amazing experience! bro,positive
bhai awesome kaam kiya! bhai,positive
mast bro proud of you! bro,positive
mazaq mat udao 🤦,negative
class kab start hogi? 😭,neutral
mujhe notes bhejna,neutral
hmm sahi 😂,neutral
ok done,neutral
ye kya bakwaas hai 😭,negative
tu kidhar hai? 🤦,neutral
love you guys ❤️ bhai,positive
bhot irritating ho yaar,negative
class kab start hogi? 😂,neutral
bhot irritating ho yaar bro,negative
bhot badhiya! bhai,positive
bht gussa aa raha yaar,negative
mujhe notes bhejna bro,neutral
mujhe notes bhejna bhai,neutral
tu sabse best hai yaar 😭,positive
mazaq mat udao bhai,negative
mazaq mat udao 😡,negative
tu sabse best hai yaar 🤦,positive
bht gussa aa raha bro,negative
bhot irritating ho yaar 🤦,negative
ye bilkul pasand nhi aaya 😂,negative
tu kidhar hai? 😂,neutral
tu sabse best hai yaar 😂,positive
bht gussa aa raha,negative
kal milte hain bhai? 🤦,neutral
love you guys ❤️ yaar,positive
thanks yaar! bhai,positive
tu sabse best hai yaar 🤦,positive
tu sabse best hai yaar yaar,positive
fir dekhte hain,neutral
amazing experience! 😭,positive
haan theek hai 🤦,neutral
class kab start hogi? bro,neutral
haan theek hai,neutral
amazing experience!,positive
acha theek yaar,neutral
ye kya bakwaas hai bhai,negative
ok done 😭,neutral
tu sabse best hai yaar 😭,positive
haan theek hai 😭,neutral
ok done 😂,neutral
fir dekhte hain bro,neutral
hmm sahi 😡,neutral
bhai awesome kaam kiya! yaar,positive
mazaq mat udao yaar,negative
tu kidhar hai? bhai,neutral
tu sabse best hai yaar 😡,positive
bhot irritating ho yaar,negative
thanks yaar! yaar,positive
bhai tu hadd karta hai yaar,negative
bhai tu hadd karta hai yaar,negative
mujhe notes bhejna 😂,neutral
bhai tu hadd karta hai yaar,negative
superb explanation bhai!,positive
bhai tu hadd karta hai 🤦,negative
mujhe notes bhejna 😭,neutral
ye kya bakwaas hai 😭,negative
class kab start hogi? 😂,neutral
koi reply karega? yaar,neutral
aaj mood bht accha hai 😊 😂,positive
bhot badhiya! 😂,positive
superb explanation bhai! 😡,positive
haan theek hai 😭,neutral
kal milte hain bhai? 🤦,neutral
thanks yaar! 😡,positive
tu sabse best hai yaar 🤦,positive
class kab start hogi? 😡,neutral
haan theek hai 🤦,neutral
chillana band kar 😭,negative
love you guys ❤️ bhai,positive
amazing experience! 😂,positive
faltu baatein mt kar bhai,negative
kal milte hain bhai? 😭,neutral
chillana band kar bhai,negative
tu kidhar hai? bhai,neutral
koi reply karega?,neutral
bht gussa aa raha bro,negative
bhot irritating ho yaar,negative
bhai awesome kaam kiya! 😂,positive
aaj mood bht accha hai 😊 yaar,positive
bahut bekaar scene tha 😂,negative
bhot badhiya!,positive
ye bilkul pasand nhi aaya bhai,negative
koi reply karega? 😭,neutral
acha theek 😂,neutral
tu kidhar hai?,neutral
chillana band kar bhai,negative
superb explanation bhai! 😭,positive
mast bro proud of you! bhai,positive
bht gussa aa raha 🤦,negative
bht gussa aa raha bro,negative
bht gussa aa raha 🤦,negative
ok done bhai,neutral
chillana band kar 😂,negative
bhai awesome kaam kiya! 😭,positive
fir dekhte hain bhai,neutral
koi reply karega? 🤦,neutral
haan theek hai yaar,neutral
kal milte hain bhai? 😂,neutral
mast bro proud of you!,positive
kal milte hain bhai? 😭,neutral
haan theek hai bhai,neutral
class kab start hogi? bro,neutral
faltu baatein mt kar bhai,negative
bhai awesome kaam kiya! 😭,positive
koi reply karega? yaar,neutral
faltu baatein mt kar 😭,negative
bhai tu hadd karta hai bro,negative
ok done 😭,neutral
tu kidhar hai? 😡,neutral
tu kidhar hai? 😭,neutral
thanks yaar! 😭,positive
kal milte hain bhai? bhai,neutral
bahut bekaar scene tha 😭,negative
fir dekhte hain 🤦,neutral
bhot badhiya! bro,positive
acha theek yaar,neutral
bhai tu hadd karta hai yaar,negative
amazing experience! 🤦,positive
bhot badhiya! 😭,positive
ye kya bakwaas hai bhai,negative
aaj mood bht accha hai 😊 yaar,positive
class kab start hogi? 😡,neutral
fir dekhte hain yaar,neutral
bhot badhiya!,positive
aaj mood bht accha hai 😊 🤦,positive
class kab start hogi? bro,neutral
ok done yaar,neutral
aaj mood bht accha hai 😊 😂,positive
bahut bekaar scene tha 😡,negative
bht gussa aa raha 😂,negative
acha theek 😂,neutral
fir dekhte hain 😂,neutral
fir dekhte hain 😭,neutral
bhai awesome kaam kiya! yaar,positive
superb explanation bhai! 😭,positive
mazaq mat udao 🤦,negative
bhai awesome kaam kiya! 😡,positive
amazing experience! 😭,positive
kal milte hain bhai? 😭,neutral
thanks yaar!,positive
fir dekhte hain 🤦,neutral
mast bro proud of you! yaar,positive
class kab start hogi? 😭,neutral
bhai awesome kaam kiya! 🤦,positive
superb explanation bhai!,positive
love you guys ❤️ 🤦,positive
love you guys ❤️ bhai,positive
acha theek bro,neutral
ok done bhai,neutral
bhai awesome kaam kiya!,positive
bhot badhiya! 😂,positive
haan theek hai 😡,neutral
mast bro proud of you! 😭,positive
ok done 😭,neutral
bahut bekaar scene tha 🤦,negative
aaj mood bht accha hai 😊 bro,positive
bhot badhiya!,positive
mazaq mat udao,negative
fir dekhte hain,neutral
ok done 😭,neutral
koi reply karega?,neutral
ok done 😂,neutral
mujhe notes bhejna,neutral
kal milte hain bhai? 😂,neutral
thanks yaar! 😡,positive
bht gussa aa raha 🤦,negative
mazaq mat udao yaar,negative
koi reply karega? 🤦,neutral
fir dekhte hain 😡,neutral
superb explanation bhai! yaar,positive
acha theek 🤦,neutral
ye kya bakwaas hai,negative
fir dekhte hain 😡,neutral
superb explanation bhai! yaar,positive
bahut bekaar scene tha bro,negative
ye bilkul pasand nhi aaya 😭,negative
aaj mood bht accha hai 😊 🤦,positive
amazing experience! 😭,positive
thanks yaar! bro,positive
aaj mood bht accha hai 😊 yaar,positive
mast bro proud of you! bhai,positive
ye kya bakwaas hai 😂,negative
superb explanation bhai!,positive
bhai tu hadd karta hai bro,negative
mujhe notes bhejna 😭,neutral
koi reply karega? 😂,neutral
kal milte hain bhai? bro,neutral
mujhe notes bhejna yaar,neutral
kal milte hain bhai?,neutral
ok done,neutral
thanks yaar! bhai,positive
amazing experience!,positive
hmm sahi 😡,neutral
mujhe notes bhejna bro,neutral
bhai awesome kaam kiya!,positive
love you guys ❤️ yaar,positive
chillana band kar bhai,negative
acha theek yaar,neutral
bhai tu hadd karta hai 😭,negative
haan theek hai bro,neutral
tu kidhar hai? 😂,neutral
koi reply karega? 😭,neutral
ye bilkul pasand nhi aaya,negative
aaj mood bht accha hai 😊 bhai,positive
koi reply karega? 😡,neutral
haan theek hai bro,neutral
bhai tu hadd karta hai bhai,negative
chillana band kar 😭,negative
bhot badhiya! bhai,positive
fir dekhte hain 😭,neutral
mujhe notes bhejna 😡,neutral
bahut bekaar scene tha 😭,negative
mujhe notes bhejna bro,neutral
class kab start hogi? bro,neutral
bhot irritating ho yaar 😭,negative
bhot irritating ho yaar 😭,negative
ye bilkul pasand nhi aaya yaar,negative
bhai awesome kaam kiya!,positive
aaj mood bht accha hai 😊 😂,positive
bahut bekaar scene tha 😡,negative
fir dekhte hain bro,neutral
fir dekhte hain 😭,neutral
mazaq mat udao yaar,negative
mujhe notes bhejna 😡,neutral
chillana band kar bhai,negative
ye kya bakwaas hai bhai,negative
mujhe notes bhejna 🤦,neutral
bhot badhiya! 😡,positive
ye bilkul pasand nhi aaya,negative
class kab start hogi? 🤦,neutral
bahut bekaar scene tha 🤦,negative
faltu baatein mt kar bhai,negative
bht gussa aa raha bhai,negative
tu kidhar hai? bhai,neutral
koi reply karega? 😡,neutral
mast bro proud of you! bro,positive
thanks yaar! 😭,positive
bahut bekaar scene tha bhai,negative
love you guys ❤️ yaar,positive
superb explanation bhai! 😭,positive
tu kidhar hai? bhai,neutral
amazing experience!,positive
class kab start hogi? 😭,neutral
mazaq mat udao bhai,negative
aaj mood bht accha hai 😊 yaar,positive
ok done 😡,neutral
superb explanation bhai! 😡,positive
tu kidhar hai? 🤦,neutral
koi reply karega? bhai,neutral
mast bro proud of you! 😡,positive
superb explanation bhai! 😡,positive
bht gussa aa raha yaar,negative
hmm sahi 😂,neutral
koi reply karega? bhai,neutral
ye kya bakwaas hai yaar,negative
tu kidhar hai? 😂,neutral
mast bro proud of you! 😂,positive
bhot irritating ho yaar 😡,negative
tu kidhar hai? bhai,neutral
kal milte hain bhai? bhai,neutral
fir dekhte hain bro,neutral
acha theek bhai,neutral
koi reply karega? 😡,neutral
fir dekhte hain bhai,neutral
faltu baatein mt kar,negative
tu sabse best hai yaar 😂,positive
class kab start hogi? 🤦,neutral
kal milte hain bhai? 😡,neutral
faltu baatein mt kar 😭,negative
bhai awesome kaam kiya! bhai,positive
faltu baatein mt kar,negative
mujhe notes bhejna 🤦,neutral
fir dekhte hain 🤦,neutral
mazaq mat udao bro,negative
bahut bekaar scene tha 😭,negative
mazaq mat udao 😂,negative
superb explanation bhai! bhai,positive
faltu baatein mt kar 😂,negative
ye kya bakwaas hai,negative
bhot irritating ho yaar 😂,negative
tu kidhar hai? bro,neutral
thanks yaar!,positive
